Unnamed: 0,@type,url,name,description,image,contentRating,genre,duration,Language,Budget,First Day Collection Worldwide,Worldwide Collection,Overseas Collection,India Gross Collection,Verdict,aggregateRating.@type,aggregateRating.bestRating,aggregateRating.worstRating,aggregateRating.ratingValue,aggregateRating.ratingCount,alternateName,First Day Collection India,India Net Collection,India Gross collection,India Net collection,Note,OLanguage
64,Movie,https://www.imdb.com/title/tt27610677/,Double Ismart,A notorious criminal with a terminal brain tumor hires a rogue scientist to transfer his mind into the body of a street-smart renegade with a unique memory transfer port in his brain.,https://m.media-amazon.com/images/M/MV5BZDdiMWQyMzYtOTI1ZS00NGYyLWEzYWUtYmRiZDYxNDhlMzM0XkEyXkFqcGc@._V1_.jpg,,"Action, Sci-Fi, Thriller",PT2H36M,Telugu,65cr,10.8cr,20.2cr,2.6cr,17.6cr,Disaster,AggregateRating,10,1,3.0,1393,,,,,,,
65,Movie,https://www.imdb.com/title/tt27118258/,Saindhav,"The protagonist, with a past, has to cross paths with the underworld if he has to save his daughter from a health crisis and time is running out.",https://m.media-amazon.com/images/M/MV5BNzE3YjcyYzMtNTRkNi00ZGY0LThiNzItNzJmZmIwNTAyODA1XkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_.jpg,Not Rated,"Action, Crime, Drama",PT2H18M,Telugu,40cr,5.6cr,19.6cr,1.8cr,17.8cr,Disaster,AggregateRating,10,1,5.0,1498,,,,,,,
66,Movie,https://www.imdb.com/title/tt31435642/,Om Bheem Bush,"Follows three scientists who come to a village to find a treasure, but things don&apos;t turn easy for them because there is black magic in that village.",https://m.media-amazon.com/images/M/MV5BZjkxOTA5NTYtOGUzMy00MjQxLTk0MzEtYjhhZjhiYjI0MmE2XkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_.jpg,,Comedy,PT2H30M,Telugu,15cr,3.8cr,19.4cr,3.6cr,15.8cr,Hit,AggregateRating,10,1,5.6,859,,,,,,,
67,Movie,https://www.imdb.com/title/tt26655359/,Malayalee from India,An unemployed young man named Aalparambil Gopi is compelled to embark on a journey away from his home. This unplanned trip ultimately changes the course of his life in a remarkable way.,https://m.media-amazon.com/images/M/MV5BNmE5ZGFmM2YtNDdkOC00Yzk3LWEyOWQtN2U5ZGE0ZjZhOTk2XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,,"Action, Comedy, Drama",PT2H40M,Malayalam,25cr,3.4cr,18.6cr,6.2cr,12.4cr,Disaster,AggregateRating,10,1,5.6,4807,,,,,,,
68,Movie,https://www.imdb.com/title/tt29959142/,Committee Kurrollu,"In a peaceful West Godavari village, the harmony of a close-knit friend group is disrupted when a disagreement leads to an unexpected fallout, impacting their lives and the tranquility of their community.",https://m.media-amazon.com/images/M/MV5BOGFmNWE0ZjMtZDFlNy00YzY1LThlZDItZThmNTg3YjRjN2E0XkEyXkFqcGc@._V1_.jpg,,Drama,PT2H36M,Telugu,5cr,1.6cr,18.2cr,1.4cr,16.8cr,Blockbuster,AggregateRating,10,1,8.8,2572,,,,,,,
69,Movie,https://www.imdb.com/title/tt27577888/,Rathnam,Rathnam works as a henchman under MLA Panner Selvam. A girl travels to Vellore for an interview and a few rowdies try to kill her but Rathnam saves her and becomes her guardian angel. How long can he protect her?,https://m.media-amazon.com/images/M/MV5BMWNhYzdlZWMtMzRjYi00N2FmLTgzZWItNWZlM2RiMTUzOTk3XkEyXkFqcGc@._V1_.jpg,,Action,PT2H35M,Tamil,35cr,3.6cr,17.6cr,1.2cr,16.4cr,Disaster,AggregateRating,10,1,5.4,3255,,,,,,,
70,Movie,https://www.imdb.com/title/tt22869490/,Crakk: Jeetega... Toh Jiyegaa,The journey of a man from the slums of Mumbai to the world of underground extreme sports.,https://m.media-amazon.com/images/M/MV5BODFmOTM1OTgtMzU5MC00ZjY5LTk0NTctMjNhMmRiMjViZjNiXkEyXkFqcGc@._V1_.jpg,Not Rated,"Action, Sport, Thriller",PT2H34M,Hindi,50cr,4.2cr,17.4cr,1.2cr,16.2cr,Disaster,AggregateRating,10,1,4.7,6291,,,,,,,
71,Movie,https://www.imdb.com/title/tt13885428/,Anweshippin Kandethum,Revolves around two major crimes that shook kerala and the subsequent inquiry into the cases by sop.,https://m.media-amazon.com/images/M/MV5BYTFlYmMyZDYtNzhkOS00Njk3LWFmMTAtN2U0NTZmYzAwNTA3XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,,"Crime, Drama, Thriller",PT2H22M,Malayalam,15cr,1.8cr,16.8cr,5.2cr,11.6cr,Flop,AggregateRating,10,1,7.4,8278,,,,,,,
72,Movie,https://www.imdb.com/title/tt28359277/,#AAY,,https://m.media-amazon.com/images/M/MV5BMTc2NzI1OGMtMjRiOC00MzNjLWJlNmQtZWMwNmIwYmY4MGJiXkEyXkFqcGc@._V1_.jpg,,Comedy,PT2H22M,Telugu,8cr,1.8cr,16.4cr,1.2cr,15.2cr,Blockbuster,AggregateRating,10,1,6.7,359,,,,,,,
73,Movie,https://www.imdb.com/title/tt26997803/,Bhimaa,Mysterious incidents at a historical temple bring a detective to a small town to investigate. He seeks the truth behind the strange happenings.,https://m.media-amazon.com/images/M/MV5BN2IxZWU5ODgtNzM2Yy00NzhmLWFiOTgtZWQwNTFjMmZjN2MyXkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_.jpg,,Action,PT2H21M,Telugu,20cr,4.3cr,15.8cr,1.2cr,14.6cr,Flop,AggregateRating,10,1,5.2,932,,,,,,,
74,Movie,https://www.imdb.com/title/tt21935200/,Siren,"An ambulance driver turned criminal eagerly awaits his release from prison, but it takes 14 years.",https://m.media-amazon.com/images/M/MV5BNWIxYjFkMjUtNjI3MS00NzdhLTlkZGItNThjNWZjMDlmOTdjXkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_.jpg,,"Action, Crime, Thriller",PT2H34M,Tamil,25cr,2.6cr,15.6cr,3.2cr,12.4cr,Disaster,AggregateRating,10,1,6.4,2700,,,,,,,
75,Movie,https://www.imdb.com/title/tt26659814/,Auron Mein Kahan Dum Tha,"After 20 years in prison, a man reunites with his lost love and the truth behind his crimes is revealed.",https://m.media-amazon.com/images/M/MV5BYjYxMjE0N2UtNGFkOC00NTliLWI1ODEtNWQ1ZmUyYjdmYmU4XkEyXkFqcGc@._V1_.jpg,,"Action, Crime, Drama",PT2H30M,Hindi,85cr,3.2cr,15.4cr,2.6cr,12.8cr,Disaster,AggregateRating,10,1,5.4,3729,,,,,,,
76,Movie,https://www.imdb.com/title/tt27494315/,Ambajipeta Marriage Band,"In a small village during the early 2000s, happy twins Mallikarjuna and Padmavati find their lives changing on their 25th birthday.",https://m.media-amazon.com/images/M/MV5BNGFiZDExNDEtYzhmNC00M2FiLWIzZTEtMTZkMDhhNGYzNWY0XkEyXkFqcGc@._V1_.jpg,,Drama,PT2H24M,Telugu,5cr,1.8cr,10.8cr,1.6cr,9.2cr,Super Hit,AggregateRating,10,1,6.6,697,,,,,,,
